Live chat ID,Channel ID,Live chat create timestamp,Price,Parent live chat ID,Video ID,Live chat text
UgzhfZeiuoOS67GaewV4AaABDqgBp5jCnwI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-10T16:44:04.317893+00:00,0,,v9W5R6KRfsY,"{""text"":""I care and I asked""}"
UgwBiO3GfxniIAydIb14AaABDqgB35zXnQI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-10T16:40:18.390185+00:00,0,,v9W5R6KRfsY,"{""text"":""has anyone ever think how weirdly obsessed humans are about relationships?""}"
UgxcTFCS6C8o-CU0glR4AaABDqgBzoyOigI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-10T16:38:05.688233+00:00,0,,v9W5R6KRfsY,"{""text"":""religious people are going crazy""}"
Ugy05TTgAtCjHwHriEh4AaABDqgBu8GghAI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-09T21:04:53.383426+00:00,0,,OLBcDw6NMp0,"{""text"":""at this point I'm just guessing Russian based on pictures""}"
UgwRPaRVzZGHVOgFEj94AaABDqgB5eKamAI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-09T21:03:50.294135+00:00,0,,OLBcDw6NMp0,"{""text"":""🇷🇺🇷🇺🇷🇺🐻🐻🐻""}"
UgxOfzHegAGrbOt3D7t4AaABDqgB18DXkAI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-09T21:02:50.277336+00:00,0,,OLBcDw6NMp0,"{""text"":""ТОВАРИЩИ!""}"
UgxGGOZ4_ogq4esfo9t4AaABDqgBiLbJmwI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-09T21:01:49.423477+00:00,0,,OLBcDw6NMp0,"{""text"":""imma need to learn Russian""}"
UgxvNLX3TDDmsbodcSN4AaABDqgB57C6jgI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-09T21:01:00.438112+00:00,0,,OLBcDw6NMp0,"{""text"":""USSR""}"
Ugwj8owwQDEIBefaH1R4AaABDqgBgOvEnAI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-09T21:00:15.937625+00:00,0,,OLBcDw6NMp0,"{""text"":""ummm I don't speak vodka""}"
Ugzia3GUyhgt0_N8l_d4AaABDqgBycaQhQI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-09T20:10:05.649244+00:00,0,, -hPmfUpirkc,"{""text"":""I don't care about religions but religious people are acting like lunatics""}"
Ugy-Zx42T4YebtjJHMN4AaABDqgBuaG6mAI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-09T20:09:23.922969+00:00,0,, -hPmfUpirkc,"{""text"":""bruh, did this religious people got lobotomized?""}"
UgzYtEsdnK3bBXl8W814AaABDqgB0LfbgAI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-09T20:08:09.147702+00:00,0,, -hPmfUpirkc,"{""text"":""wildfire not some god shit gaza""}"
UgxDHKTlNLmx1zqcjwl4AaABDqgB4OGzmgI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-09T20:07:12.593984+00:00,0,, -hPmfUpirkc,"{""text"":""bro on meth""}"
UgwiYdUb_o6emT-30op4AaABDqgB4PvynAI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-09T20:06:16.845464+00:00,0,, -hPmfUpirkc,"{""text"":""thousands of dollar bills are now out of circulation, inflation reduced by 0.01%""}"
UgyCqB5-GXRavDDljdx4AaABDqgBtdCbhAI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-09T20:04:22.198061+00:00,0,, -hPmfUpirkc,"{""text"":""nah those religious people going crazy""}"
UgxOk6c6VP-bWhzAJVB4AaABDqgBmaeXgAI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-08T14:26:03.547285+00:00,0,,gt4y4xLgDhw,"{""text"":""gay""}"
UgzGrc_FlXIFQw2it-F4AaABDqgBjKK1ngI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-08T14:13:51.703783+00:00,0,,gt4y4xLgDhw,"{""text"":""put the meth in the fridge bruh""}"
UgxICGX9Y60tEZozMzx4AaABDqgBtLaKkgI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-08T14:13:39.456932+00:00,0,,gt4y4xLgDhw,"{""text"":""fridge""}"
UgzG3Yg11faLUm65F2x4AaABDqgBsp-TgAI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-08T14:13:26.368779+00:00,0,,gt4y4xLgDhw,"{""text"":""fridge""}"
UgzChkiM24rnHToy6nx4AaABDqgB9uefjAI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-08T14:13:01.85354+00:00,0,,gt4y4xLgDhw,"{""text"":""show us fridge""}"
